label,ssim,psnr
001_002_56,0.4860153496265411,12.082721710205078
001_002_57,0.5497145652770996,14.00357151031494
001_002_58,0.4748446941375732,12.822696685791016
001_002_59,0.5208598375320435,13.748345375061035
001_002_5,0.6149027943611145,13.81589126586914
001_002_60,0.4103546738624573,12.534074783325195
001_002_61,0.2386264950037002,6.741116046905518
001_002_62,0.2140986919403076,10.20903491973877
001_002_63,0.2064490616321563,7.851566791534424
001_002_64,0.4461228847503662,12.659979820251465
001_002_65,0.4845971465110779,13.60189437866211
001_002_66,0.6439583897590637,14.15106964111328
001_002_67,0.4011517465114593,11.104787826538086
001_002_68,0.5714293718338013,12.215473175048828
001_002_69,0.5772666931152344,12.76315212249756
001_002_6,0.6647619009017944,14.223505020141602
001_002_70,0.6153267621994019,13.27491569519043
001_002_71,0.6020204424858093,13.137221336364746
001_002_72,0.6208916306495667,13.300618171691896
001_002_73,0.6591025590896606,14.686630249023438
001_002_74,0.6506940722465515,13.892889022827148
001_002_75,0.6438748240470886,13.788190841674805
001_002_76,0.6663821935653687,13.893890380859377
001_002_77,0.6649850606918335,13.45705795288086
001_002_78,0.683388352394104,13.945015907287598
001_002_79,0.7062975764274597,13.926746368408203
001_002_7,0.6215853095054626,12.663718223571776
001_002_80,0.3622145652770996,10.239516258239746
001_002_81,0.6717425584793091,13.620405197143556
001_002_82,0.6685485243797302,13.668747901916504
001_002_83,0.6462427377700806,13.088212013244627
001_002_84,0.7545435428619385,15.77998161315918
001_002_85,0.8053110241889954,16.477846145629883
001_002_86,0.7882049679756165,15.875555038452148
001_002_87,0.6852976679801941,15.549785614013672
001_002_88,0.6196507811546326,14.446377754211426
001_002_89,0.6720781326293945,14.408575057983398
001_002_8,0.6987375020980835,13.746517181396484
001_002_9,0.7129092216491699,14.144635200500488
001_003_10,0.6626901030540466,15.200431823730469
001_003_11,0.5832782983779907,14.36739444732666
001_003_12,0.5452988743782043,14.008045196533203
001_003_13,0.6259763836860657,15.302730560302734
001_003_14,0.5698599815368652,14.306686401367188
001_003_15,0.4807267189025879,14.168184280395508
001_003_16,0.4471270143985748,14.45517921447754
001_003_17,0.5535066723823547,14.144744873046877
001_003_18,0.4720174670219421,12.300423622131348
001_003_19,0.6198408603668213,14.324799537658691
001_003_1,0.3438552916049957,13.123278617858888
001_003_20,0.6455143094062805,14.51402473449707
001_003_21,0.6558915376663208,13.63526725769043
001_003_22,0.6511381268501282,14.125646591186523
001_003_23,0.5316952466964722,13.336411476135254
001_003_24,0.6240575313568115,13.083329200744627
001_003_25,0.467019647359848,12.272220611572266
001_003_26,0.715825080871582,14.811186790466309
001_003_27,0.6876767873764038,14.03363037109375
001_003_28,0.5017125606536865,11.27041721343994
001_003_29,0.5580283403396606,11.80703067779541
001_003_2,0.5157053470611572,13.4590425491333
001_003_30,0.6633655428886414,13.46714973449707
001_003_31,0.6606585383415222,13.663369178771973
001_003_32,0.5373290777206421,13.344083786010742
001_003_33,0.5277068614959717,12.920279502868652
001_003_34,0.3078297078609466,9.74350357055664
001_003_35,0.2372047156095504,8.691950798034668
001_003_36,0.6157410740852356,13.959829330444336
001_003_37,0.7133721709251404,13.91370677947998
001_003_38,0.6455618143081665,13.409799575805664
001_003_39,0.6341473460197449,12.891042709350586
001_003_3,0.4909839630126953,11.636548042297363
001_003_40,0.5274693369865417,13.459525108337402
001_003_41,0.4757292866706848,12.65759563446045
001_003_42,0.2596776783466339,6.300746917724609
001_003_43,0.2678728103637695,6.2046284675598145
001_003_44,0.5876883864402771,15.243621826171877
001_003_45,0.5667923092842102,13.93094253540039
001_003_46,0.4292958676815033,10.70599365234375
001_003_47,0.3990188241004944,10.539177894592283
001_003_48,0.5286192893981934,12.65891170501709
001_003_49,0.6301053762435913,14.653745651245115
001_003_4,0.3788425922393799,9.038604736328123
001_003_50,0.55552077293396,13.451848983764648
001_003_51,0.240523099899292,6.53230094909668
001_003_52,0.3543996810913086,6.519902229309082
001_003_53,0.1795229464769363,7.868570327758789
001_003_54,0.7230944037437439,15.30251407623291
001_003_55,0.3826004862785339,11.998868942260742
001_003_56,0.7043141722679138,15.18383502960205
001_003_57,0.3928545415401459,12.369220733642578
001_003_58,0.2867195010185241,10.722575187683104
001_003_59,0.6438471078872681,13.741907119750977
001_003_5,0.2889477610588074,6.403425216674805
001_003_60,0.3466182053089142,11.041363716125488
001_003_61,0.6718772649765015,13.800936698913574
001_003_62,0.6783519387245178,13.79601001739502
001_003_63,0.6718849539756775,14.21925163269043
001_003_64,0.666545569896698,13.76724624633789
001_003_65,0.6474323868751526,13.871225357055664
001_003_66,0.68233722448349,14.627619743347168
001_003_67,0.6755188703536987,14.52302074432373
001_003_68,0.6868316531181335,14.899516105651855
001_003_69,0.714941143989563,15.059865951538086
001_003_6,0.368550568819046,12.081669807434082
001_003_70,0.4892261326313019,12.27035903930664
001_003_71,0.4900277853012085,12.920583724975586
001_003_72,0.5739163160324097,13.810433387756348
001_003_73,0.5039770603179932,11.850412368774414
001_003_74,0.523656964302063,12.826171875
001_003_75,0.5595415234565735,12.524473190307615
001_003_76,0.6127797961235046,12.710840225219728
001_003_77,0.6193422079086304,12.776232719421388
001_003_78,0.6328344345092773,12.961987495422363
001_003_79,0.6479648947715759,13.06967544555664
001_003_7,0.4484910368919372,10.784666061401367
001_003_80,0.6027876138687134,13.676749229431152
001_003_81,0.5885257720947266,13.780120849609377
001_003_82,0.6160134077072144,13.839640617370604
001_003_83,0.2617147266864776,9.503400802612305
001_003_84,0.2659920752048492,9.453805923461914
001_003_85,0.34202641248703,9.674013137817385
001_003_86,0.6319942474365234,14.268651962280272
001_003_87,0.6364744901657104,14.337757110595703
001_003_88,0.6312350630760193,14.242202758789062
001_003_89,0.4651645720005035,10.670624732971191
001_003_8,0.4923159480094909,13.552603721618652
001_003_9,0.7185530066490173,15.64480209350586
001_004_10,0.3015395998954773,10.50902271270752
001_004_11,0.6213148236274719,13.32204246520996
001_004_12,0.6686660647392273,14.751203536987305
001_004_13,0.6788560152053833,14.145112037658691
001_004_14,0.6173756718635559,13.525261878967283
001_004_15,0.2545116543769836,7.258003234863281
001_004_16,0.4531010687351227,10.77336311340332
001_004_17,0.2547451555728912,7.261524677276611
001_004_18,0.3105585873126983,10.544156074523926
001_004_19,0.1389309614896774,7.398242473602295
001_004_1,0.5160952210426331,12.911178588867188
001_004_20,0.1864737421274185,7.754515647888184
001_004_21,0.3564491868019104,9.966400146484377
001_004_22,0.3597495257854461,10.23134422302246
001_004_23,0.649914562702179,13.792530059814451
001_004_24,0.4041262567043304,10.173833847045898
001_004_25,0.4805853962898254,11.341561317443848
001_004_26,0.6039814949035645,13.329936981201172
001_004_27,0.4935908913612366,9.54383945465088
001_004_28,0.4158655405044555,9.11602020263672
001_004_29,0.4940961301326751,11.996912002563477
001_004_2,0.2409104853868484,6.651239395141602
001_004_30,0.5077450275421143,12.622014045715332
001_004_31,0.4586925506591797,10.878143310546877
001_004_32,0.4285413920879364,11.691951751708984
001_004_33,0.2713117599487304,5.998162746429443
001_004_34,0.4678511619567871,9.833125114440918
001_004_35,0.4232850968837738,11.209808349609377
001_004_36,0.6490158438682556,13.832755088806152
001_004_37,0.3020557165145874,8.525028228759766
001_004_38,0.4496444761753082,11.194249153137209
001_004_39,0.556266188621521,11.719054222106934
001_004_3,0.4516724050045013,11.366003036499023
001_004_40,0.4685631096363067,11.16726303100586
001_004_41,0.5574984550476074,13.140596389770508
001_004_42,0.2184423208236694,7.484550952911377
001_004_43,0.5260372161865234,13.546716690063477
001_004_44,0.3240120708942413,7.046344757080078
001_004_45,0.1700467765331268,5.594878196716309
001_004_46,0.5113239884376526,12.56309413909912
001_004_47,0.6172528862953186,15.216785430908203
001_004_48,0.613595187664032,14.46120262145996
001_004_49,0.4265560507774353,11.088232040405272
001_004_4,0.378752738237381,12.454917907714844
001_004_50,0.352052092552185,7.5858683586120605
001_004_51,0.5361387133598328,13.578187942504885
001_004_52,0.5006935000419617,12.909576416015623
001_004_53,0.4788508415222168,12.53672218322754
001_004_54,0.4448497295379638,11.874059677124023
001_004_55,0.2570715546607971,5.881987571716309
001_004_56,0.4630570709705353,11.714908599853516
001_004_57,0.6948733329772949,15.209349632263184
001_004_58,0.2928963601589203,5.901768684387207
001_004_59,0.3870419561862945,10.249911308288574
001_004_5,0.2560369372367859,5.863637447357178
001_004_60,0.6355407238006592,14.151300430297852
001_004_61,0.6160682439804077,14.101852416992188
001_004_62,0.6369662880897522,13.99700927734375
001_004_63,0.642776608467102,14.196515083312988
001_004_64,0.6960887312889099,14.027639389038086
001_004_65,0.6714954376220703,13.8932523727417
001_004_66,0.6482943296432495,13.461296081542969
001_004_67,0.688711404800415,14.039708137512209
001_004_68,0.6328399181365967,12.92376708984375
001_004_69,0.618838369846344,13.657100677490234
001_004_6,0.6921769976615906,14.866302490234377
001_004_70,0.6197241544723511,12.802263259887695
001_004_71,0.5941800475120544,12.30946159362793
001_004_7,0.632146954536438,14.230062484741213
001_004_8,0.6521785855293274,14.67605686187744
001_004_9,0.6300974488258362,14.28989315032959
001_005_10,0.4546648263931274,11.619590759277344
001_005_11,0.5494008660316467,12.950435638427734
001_005_12,0.5297459959983826,12.022400856018066
001_005_13,0.421902984380722,10.710381507873535
001_005_14,0.2239469587802887,10.602361679077148
001_005_15,0.4923001527786255,10.849510192871094
001_005_16,0.6406502723693848,13.381943702697754
001_005_17,0.5536648035049438,12.447338104248049
001_005_18,0.6199851632118225,14.081435203552246
001_005_19,0.6454054117202759,14.287593841552734
001_005_1,0.4294461011886596,11.66598415374756
001_005_20,0.6570753455162048,13.761611938476562
001_005_21,0.6229515075683594,13.45631980895996
001_005_22,0.4887245595455169,12.039209365844728
001_005_23,0.6610802412033081,13.785078048706056
001_005_24,0.6726413369178772,13.578948974609377
001_005_25,0.5963582992553711,13.98279094696045
001_005_26,0.5320446491241455,15.166665077209473
001_005_27,0.5587968230247498,13.188267707824709
001_005_28,0.5747475028038025,12.85077953338623
001_005_29,0.641373336315155,15.142264366149902
001_005_2,0.2481532990932464,9.36255931854248
001_005_30,0.5918944478034973,13.700390815734863
001_005_31,0.5114075541496277,12.383855819702148
001_005_32,0.2796197831630707,9.403952598571776
001_005_33,0.4935808479785919,10.541830062866213
001_005_34,0.4693222641944885,11.944194793701172
001_005_35,0.4022424519062042,8.392849922180176
001_005_36,0.4877659976482391,12.28315544128418
001_005_37,0.5174601674079895,12.525524139404297
001_005_38,0.5624880194664001,13.198047637939451
001_005_39,0.3365945816040039,7.619335651397705
001_005_3,0.4161028861999511,6.74002742767334
001_005_40,0.1753956526517868,5.96993350982666
001_005_41,0.7453855276107788,15.351729393005373
001_005_42,0.2650903165340423,9.16582202911377
001_005_43,0.551432728767395,14.902958869934082
001_005_44,0.2810109257698059,7.673094272613525
001_005_45,0.4331347346305847,12.132308959960938
001_005_46,0.2533266246318817,6.012780666351318
001_005_47,0.5029305219650269,13.477869987487791
001_005_48,0.4250674247741699,10.382294654846191
001_005_49,0.6320969462394714,13.312392234802246
001_005_4,0.4488275945186615,11.49990940093994
001_005_50,0.2919192612171173,6.96401309967041
001_005_51,0.520111620426178,12.201241493225098
001_005_52,0.5040997266769409,12.201170921325684
001_005_53,0.5945103168487549,13.565038681030272
001_005_54,0.2943877279758453,5.343624114990234
001_005_55,0.5538370609283447,12.95376968383789
001_005_56,0.6514070630073547,14.198894500732422
001_005_57,0.4169895946979522,11.81680679321289
001_005_58,0.501788318157196,12.318431854248049
001_005_59,0.0001841838093241,9.06352424621582
001_005_5,0.4403684139251709,12.071250915527344
001_005_60,-0.0490020923316478,9.122791290283203
001_005_61,0.0792306661605835,9.497384071350098
001_005_62,-0.0049263602122664,9.114116668701172
001_005_63,0.4117962419986725,11.235067367553713
001_005_64,0.6145235300064087,13.464288711547852
001_005_65,0.6100023984909058,13.54277229309082
001_005_66,0.2953481376171112,7.85756778717041
001_005_67,0.1676281839609146,9.630121231079102
001_005_68,0.6219280958175659,13.423380851745604
001_005_69,0.6451361179351807,14.119162559509276
001_005_6,0.2940744757652282,9.348668098449709
001_005_7,0.4539629220962524,11.12038230895996
001_005_8,0.678098738193512,13.750200271606444
001_005_9,0.6057915091514587,12.885273933410645
001_006_10,0.6090289950370789,13.150951385498049
001_006_11,0.6611051559448242,13.990181922912598
001_006_12,0.6172170042991638,13.651887893676758
001_006_13,0.3129158914089203,8.888261795043945
001_006_14,0.6962337493896484,13.751317024230955
001_006_15,0.6089114546775818,12.98932933807373
001_006_16,0.6579598784446716,13.393901824951172
001_006_17,0.6250734329223633,13.301268577575684
001_006_18,0.6254148483276367,14.11936378479004
001_006_19,0.5794918537139893,13.04842472076416
001_006_1,0.3049429357051849,8.110025405883789
001_006_20,0.688888430595398,14.366079330444336
001_006_21,0.57347172498703,13.314986228942873
001_006_22,0.7076414227485657,14.08713150024414
001_006_23,0.7036284804344177,13.731639862060549
001_006_24,0.7111034393310547,13.527791976928713
001_006_25,0.5467485785484314,12.18685245513916
001_006_26,0.4651415050029754,11.755722999572754
001_006_27,0.6412034034729004,13.948906898498535
001_006_28,0.5338842868804932,12.25881576538086
001_006_29,0.4974808990955353,12.986870765686035
001_006_2,0.4785927832126617,11.820086479187012
001_006_30,0.5449472665786743,12.214717864990234
001_006_31,0.2126625925302505,6.621649265289307
001_006_32,0.4616864919662475,11.952741622924805
001_006_33,0.5380496382713318,13.010416030883787
001_006_34,0.5063208341598511,12.581463813781738
001_006_35,0.4732021987438202,13.004039764404297
001_006_36,0.5529469847679138,12.58140468597412
001_006_37,0.2288427054882049,6.384554386138916
001_006_38,0.5137091279029846,12.653714179992676
001_006_39,0.6814813017845154,14.454818725585938
001_006_3,0.5459769368171692,10.752009391784668
001_006_40,0.4736127257347107,12.731948852539062
001_006_41,0.4703994989395141,13.17556381225586
001_006_42,0.4263173937797546,11.633706092834473
001_006_43,0.7100635170936584,14.478967666625977
001_006_44,0.6029659509658813,12.503679275512695
001_006_45,0.4642941057682037,11.86505126953125
001_006_46,0.5496712923049927,14.05240249633789
001_006_4,0.4217480719089508,11.318053245544434
001_006_5,0.4130221307277679,10.49350357055664
001_006_6,0.4955582022666931,11.722107887268066
001_006_7,0.4274826049804687,13.512954711914062
001_006_8,0.4501639902591705,11.86927318572998
001_006_9,0.6607824563980103,13.969640731811523
001_007_10,0.1987610757350921,10.387410163879396
001_007_11,0.6658007502555847,13.74318027496338
001_007_12,0.6931219100952148,13.9444580078125
001_007_13,0.6578064560890198,13.415087699890137
001_007_14,0.5281500220298767,12.50627326965332
001_007_15,0.6809055805206299,13.711403846740724
001_007_16,0.6790655851364136,13.65021800994873
001_007_17,0.666071891784668,13.916126251220703
001_007_18,0.2007358521223068,7.737878799438477
001_007_19,0.4784931242465973,11.561824798583984
001_007_1,0.2069708704948425,7.246589183807373
001_007_20,0.5956306457519531,12.461180686950684
001_007_21,0.6349928975105286,12.712936401367188
001_007_22,0.596214771270752,12.66291618347168
001_007_23,0.593457043170929,12.162372589111328
001_007_24,0.6866201758384705,13.619266510009766
001_007_25,0.6670935153961182,13.448280334472656
001_007_26,0.2968030869960785,10.065101623535156
001_007_27,0.6302177309989929,13.454549789428713
001_007_28,0.6307434439659119,13.4130859375
001_007_29,0.6145501732826233,12.706039428710938
001_007_2,0.2573986649513244,7.477083206176758
001_007_30,0.6427038311958313,13.56105899810791
001_007_31,0.6952725648880005,13.761335372924805
001_007_32,0.4406537413597107,10.69385051727295
001_007_33,0.5665708184242249,12.677468299865724
001_007_34,0.3198050558567047,10.154417037963867
001_007_35,0.5666806101799011,12.921795845031738
001_007_36,0.5548707246780396,12.075170516967772
001_007_37,0.2503432631492615,5.922296047210693
001_007_38,0.4736624956130981,12.704316139221191
001_007_39,0.3226413428783417,7.857496738433838
001_007_3,0.2428319752216339,5.797151565551758
001_007_40,0.3829577565193176,9.243999481201172
001_007_41,0.2450437247753143,6.363325119018555
001_007_42,0.489966869354248,11.734973907470703
001_007_43,0.3924304246902466,11.253690719604492
001_007_44,0.414963036775589,11.123161315917969
001_007_45,0.410816878080368,11.054078102111816
001_007_46,0.5241475105285645,11.764415740966797
001_007_47,0.6570176482200623,13.671988487243652
001_007_48,0.5587053298950195,11.307012557983398
001_007_49,0.5054036974906921,11.94508934020996
001_007_4,0.4495208859443664,12.016328811645508
001_007_50,0.5494298934936523,12.228093147277832
001_007_51,0.6777693033218384,13.9232177734375
001_007_52,0.1284167766571045,10.022339820861816
001_007_53,0.1099286302924156,9.567377090454102
001_007_54,0.106200523674488,9.503090858459473
001_007_55,0.183033213019371,10.311627388000488
001_007_56,0.1026197895407676,9.55075740814209
001_007_57,0.5939985513687134,13.077173233032228
001_007_58,0.4052507281303406,11.256437301635742
001_007_59,0.5051892399787903,11.442283630371094
001_007_5,0.4597002565860748,11.43160629272461
001_007_60,0.6930143237113953,13.908075332641602
001_007_61,0.347905546426773,11.158685684204102
001_007_62,0.31536665558815,11.077823638916016
001_007_63,0.4114854335784912,10.353357315063477
001_007_64,0.2733530700206756,10.162802696228027
001_007_65,0.5856131911277771,12.192987442016602
001_007_66,0.3979243338108063,10.532472610473633
001_007_67,0.4214318692684173,11.940712928771973
001_007_68,0.6400119662284851,14.517861366271973
001_007_69,0.3033409714698791,7.009909629821777
001_007_6,0.2775271236896515,9.06708526611328
001_007_70,0.558080792427063,12.298492431640623
001_007_7,0.6449103951454163,13.64184284210205
001_007_8,0.6544448733329773,13.749282836914062
001_007_9,0.1309050321578979,9.988554954528809
001_008_100,0.4311873614788055,11.431968688964844
001_008_101,-0.0986472144722938,5.701303958892822
001_008_102,0.3336224257946014,11.246841430664062
001_008_103,0.3186296820640564,11.156464576721191
001_008_104,0.6334799528121948,13.873629570007324
001_008_105,0.3700883090496063,11.353704452514648
001_008_106,0.6709263920783997,14.57575798034668
001_008_107,0.6767675280570984,14.555538177490234
001_008_108,0.6766575574874878,14.528597831726074
001_008_109,0.2493224889039993,10.759666442871094
001_008_10,0.5923329591751099,12.714814186096191
001_008_110,0.6007287502288818,13.145328521728516
001_008_111,0.2528238296508789,10.785759925842283
001_008_112,0.2589998841285705,9.51777172088623
001_008_113,0.2978094816207886,10.03547477722168
001_008_114,0.3015872240066528,10.891983032226562
001_008_115,0.5872589945793152,12.667447090148926
001_008_116,0.6222280263900757,12.887872695922852
001_008_117,0.6040129065513611,12.615599632263184
001_008_118,0.6264615058898926,12.89772129058838
001_008_119,0.6409341096878052,13.854886054992676
001_008_11,0.476260244846344,11.980523109436035
001_008_120,0.6452348828315735,13.812639236450195
001_008_121,0.6375358700752258,13.814800262451172
001_008_122,0.4595419764518738,12.165946006774902
001_008_123,0.3707554936408996,9.111513137817385
001_008_12,0.5073873400688171,12.477035522460938
001_008_13,0.6138902306556702,13.372100830078123
001_008_14,-0.1285656094551086,5.71048641204834
001_008_15,-0.1244371756911277,5.747997760772705
001_008_16,0.6652141213417053,13.969320297241213
001_008_17,0.6339573860168457,13.908342361450195
001_008_18,0.4300808310508728,11.829237937927246
001_008_19,0.3749902546405792,10.435016632080078
001_008_1,0.5811282396316528,13.605141639709473
001_008_20,0.5798843502998352,13.053949356079102
001_008_21,0.454774409532547,12.497453689575195
001_008_22,0.6307598352432251,12.625627517700195
001_008_23,0.6469628810882568,12.868175506591797
001_008_24,0.6793296337127686,13.39927101135254
001_008_25,0.6074312925338745,13.16633129119873
001_008_26,0.5345767736434937,11.773910522460938
001_008_27,0.0551835186779499,6.833820343017578
001_008_28,0.407322883605957,10.72950553894043
001_008_29,0.5320532321929932,11.694879531860352
001_008_2,0.3069833219051361,5.492117881774902
001_008_30,0.7346901297569275,14.570813179016112
001_008_31,0.7320280075073242,14.479813575744627
001_008_32,0.6577112078666687,13.34725856781006
001_008_33,0.6688883900642395,13.544517517089844
001_008_34,0.6688178181648254,13.545918464660645
001_008_35,0.5268816947937012,11.980222702026367
001_008_36,0.531082808971405,12.313958168029783
001_008_37,0.653764545917511,14.02344799041748
001_008_38,0.672028124332428,14.419027328491213
001_008_39,0.6390975713729858,13.844501495361328
001_008_3,0.285683125257492,6.2214179039001465
001_008_40,0.6448189616203308,13.805093765258787
001_008_41,0.6456045508384705,13.910473823547363
001_008_42,0.4460472464561462,11.798988342285156
001_008_43,0.5212962031364441,12.672283172607422
001_008_44,0.6010531783103943,12.765894889831545
001_008_45,0.3518232703208923,9.812515258789062
001_008_46,0.5402302145957947,13.06541919708252
001_008_47,0.5365487337112427,14.083459854125977
001_008_48,0.4776049256324768,12.189592361450195
001_008_49,0.3766842186450958,8.837100982666016
001_008_4,0.4511223137378692,11.000534057617188
001_008_50,0.4825265109539032,12.052770614624023
001_008_51,0.5451032519340515,12.726202964782717
001_008_52,0.4843468368053436,11.28589153289795
001_008_53,0.6158143877983093,12.366033554077148
001_008_54,0.5184456706047058,10.444610595703123
001_008_55,0.3516980111598968,6.23397159576416
001_008_56,0.4464009404182434,9.58480167388916
001_008_57,0.5430030226707458,11.33270263671875
001_008_58,0.481219083070755,10.195051193237305
001_008_59,0.6480757594108582,14.997392654418944
001_008_5,0.327179878950119,9.215417861938477
001_008_60,0.2887054979801178,6.075221061706543
001_008_61,0.4354256391525268,9.846403121948242
